,ANHEUSER-BUSCH INBEV SA/NV,KONINKLIJKE AHOLD DELHAIZE N,ADIDAS AG,AIR LIQUIDE SA,AIRBUS SE,ALLIANZ SE-REG,ASML HOLDING NV,BASF SE,BAYER AG-REG,BANCO BILBAO VIZCAYA ARGENTA,BAYERISCHE MOTOREN WERKE AG,DANONE,BNP PARIBAS,CRH PLC,AXA SA,DEUTSCHE BOERSE AG,VINCI SA,DEUTSCHE POST AG-REG,DEUTSCHE TELEKOM AG-REG,ESSILORLUXOTTICA,ENEL SPA,ENGIE,ENI SPA,FRESENIUS SE & CO KGAA,SOCIETE GENERALE SA,IBERDROLA SA,ING GROEP NV,INTESA SANPAOLO,INDUSTRIA DE DISENO TEXTIL,KERING,LVMH MOET HENNESSY LOUIS VUI,MUENCHENER RUECKVER AG-REG,NOKIA OYJ,L'OREAL,ORANGE,KONINKLIJKE PHILIPS NV,SAFRAN SA,SANOFI,BANCO SANTANDER SA,SAP SE,SIEMENS AG-REG,SCHNEIDER ELECTRIC SE,TELEFONICA SA,TOTALENERGIES SE,VIVENDI SE,VOLKSWAGEN AG-PREF
29/05/2009,0.0008700947154780744,0.0012832126905288886,-0.0009860712575284513,-0.0016611939888822123,0.0007902088597801381,-0.0054958448966615945,0.0009748545055689222,-0.0009680211009044412,-0.0011501281567092108,-0.006188151591034783,0.001038954743110028,-0.001366910628455428,0.005732541150759019,0.0010106006364710013,0.004757475874081199,0.000811227443668802,0.0011010766300244054,-0.0007139179013345911,-0.0013263525294492577,0.0014913239506855014,-0.0015347883018657538,-0.001203968432871788,-0.0013140871941214659,-0.0010485767158769223,0.005117346560337378,-0.0010074225878428107,-0.003305015802675843,-0.00675011814441039,0.0012574571329189474,0.0008768759719692057,0.0012492743069361675,0.0014566706211022423,-0.0008097776039165998,-0.0013341085304303716,0.0015923913317632175,-0.0009955897997392382,0.0008298298783930396,0.0014508973431123693,0.006131766849605009,0.0012313074906209374,0.0009172716552948279,-0.0010552546052313453,0.001505600527355891,-0.0014439304305813969,-0.0012449424688707226,-0.0005740882001705974
30/06/2009,0.0011108567181144784,0.0016298879582289248,-0.001416988765826363,-0.004363734562035283,0.0010086206790178482,-0.0011451005553656907,0.0012406356006711705,0.002473480455815965,-0.0029986329295864753,-0.0012897945827898022,0.0013201749454626072,0.003469180958067251,0.0010671352684787894,0.0012905920410202704,0.000888039072917518,0.0010228564872710882,0.001397674832125592,0.001830169642011136,0.0033864713212066653,-0.001941279328182489,-0.004023680840727046,-0.003145594688923859,-0.00345280324489529,-0.0015120837580794209,0.0009539484177195509,-0.0014482568260384494,-0.0006905853846597336,-0.0013956176323955565,0.0015935229026833217,0.0011199522325126218,0.0015788282681323954,-0.0018990576735879081,-0.001166869808156798,0.003404481426466523,0.0037015163739559007,-0.0014373409357462791,-0.001083799377573996,0.0018323568027080476,0.0011210304287298965,0.001563017778988485,-0.0011969663438349174,-0.0015202119683861448,0.0034738302572591695,-0.003754684168614655,-0.0017669230115033448,-0.0008282544826557151
31/07/2009,0.0009617551525218877,0.0014155794078155605,-0.0010260313951050606,-0.0016536192061240317,0.0008557705809465647,-0.004457209160834703,0.0048424088121959185,0.0010915787952346559,-0.0011759286068666604,0.0045890019858443945,0.0010799900801910626,-0.0014135732311518893,0.004302624850988844,0.0011221088100459465,0.0035896688853199687,0.0008901588495399355,0.0011922764496292977,0.0008455629760747783,-0.0013758146276642985,0.0015603990812345695,-0.0015606240480054287,-0.0012697849962811155,-0.0013901401325747155,-0.0011096536374975894,-0.0037360749612837174,-0.0010562126824765032,-0.002627560638392665,-0.005283226066670773,0.0013629245675480502,0.0008709464775989738,0.001301790375113005,0.00157096514454769,-0.0008468981184116708,0.0015373710673626606,-0.001491279567993426,-0.0009770783249921642,0.0008993464633057994,0.0015476138384722222,0.00441542590043348,-0.0011236745016234401,-0.0008609121236428232,-0.005635059607600752,0.001632992317599954,-0.0015149459452650324,-0.0012865898253765521,-0.0006063694637302058
31/08/2009,0.0009691912037513461,-0.001226339615936593,-0.0010101507371684494,-0.0016576418543799013,0.0008605285199017393,-0.004928405897363681,0.004416793595722049,0.0011038510105186522,-0.0011783749656328936,0.004167284323777255,0.0010922706129937942,-0.0014173802508108332,0.0038969529693337075,0.001128295453439821,-0.003995879015679264,0.0008980729883860068,0.001203475850906498,0.0008506883738901985,-0.00137427557466823,0.0015722021663353918,-0.0015297431524560546,-0.0012483587229587412,-0.0013931733392309727,-0.0011121010026997947,-0.004062690768581083,-0.00105188717589593,-0.0029552686857844215,-0.005796886067374158,0.0013790158384856793,0.0008808040184981723,0.0013109517556603538,0.0015867151445078146,-0.0008478663607998957,0.0014928674928023956,-0.0014840501717432594,-0.0009794822786941576,0.0008832342049825745,0.0015613989429158414,0.004017167476821074,0.0013129924132852253,-0.0008578555237600591,0.005240932069128525,0.0016525744435211033,-0.001514976940683729,-0.0012567187827428761,-0.0005987539845202398
30/09/2009,0.0009210768386509796,-0.0011028959558114647,-0.0008951950339939515,-0.0014825934064674983,0.0008151673977294601,0.00897230385674934,0.0009928394769100984,0.0010490974072245513,-0.0010411094898926084,0.0009376765688124171,0.0010367491865178493,-0.0012494309945076138,-0.00714794656466447,0.0010663861368113898,-0.005895269715559512,-0.0006912807305191985,0.0011431155229063108,0.0008061744409897372,-0.0012355652598178002,0.0014920153944889625,-0.0013612174289295712,-0.0011210157776600593,-0.0012382643884913402,-0.0009949815905562058,0.007416645013029981,-0.0009448079915872194,0.005350181565003289,-0.008695914154558629,0.0013102647385576627,0.0008336559153729945,0.0012446957310420447,0.0015014706804505674,-0.0007614965035490852,-0.001149585569705675,-0.001331655291600287,-0.0008768250776034441,0.0008397327296886491,0.0014687993612775825,0.0009044340386827902,-0.0010103669502720617,-0.0007700624362590551,0.001170239022770218,0.001553556039448758,-0.0013612502425073814,-0.0011195303150510877,0.0006519838064495838
30/10/2009,0.0009427048959398025,-0.001126126028033657,0.0011021553965193498,-0.0014939163713989375,-0.0006628157315292834,0.006629495112785935,0.0010045931162298704,0.0010738070933597097,-0.0010659623849174362,0.0009596787940185702,0.0010610850277818858,-0.0012795729693180265,-0.007097579961312918,0.0010693883154636586,0.0053192159050152185,-0.000707641964465095,0.0011561157554123953,0.0059054715246256015,-0.0012657635598716142,-0.0012359442648077737,-0.001373989956058556,-0.0011361735181858765,-0.0012681407631438483,-0.001019286233412001,-0.006003777965427602,0.0011779702784094626,0.003884947892355855,-0.008637772508042091,0.0013410930003641087,0.0008352685319648037,0.0012726956598021007,-0.0012451460762855453,-0.0007635988700867233,0.0014504079279805044,-0.0013400732328485785,0.001106072095095879,0.0008451735938446728,-0.00121931228570581,0.0009257466281380674,-0.001023642550233869,0.000971306987750283,0.0011972022806517023,0.0015901483252845888,-0.0013945176925761443,-0.0011175059819038293,0.000656516730771195
30/11/2009,0.0009076086046418358,-0.0011696558317165762,0.0010016127506955264,-0.0015436962880048415,-0.0006889955961462595,0.006426912528480028,0.0009560913556569376,0.0010235426955600394,0.00125506606719579,0.0009239553492290468,0.001017565026784413,-0.0013297753647226345,0.006248527577250649,0.0010300224577780535,-0.006063486312449783,-0.0007376120691325491,-0.0009764658080700061,-0.006704619238155701,-0.0013057090555816343,0.0014676829217313942,-0.0014320713295973564,-0.001181849159538558,-0.0013197017205610092,-0.0010285147980272863,0.005300883864902936,-0.0009956893832890653,0.0037628064641489997,-0.008971024884177125,0.0012827231035452183,0.0008007113405810635,0.0012251557330395487,-0.0012931581825083777,-0.000795740810450685,-0.001223208382117736,-0.0013933426326462437,0.001059584781267008,-0.0007144589933437838,0.0014472911243565507,0.0008911376493080154,0.001213344999682369,0.000932413166359646,0.0011525449173815031,0.001529949117426219,-0.0014451395795998176,-0.0011643454497281913,0.0006211272725624298
31/12/2009,0.001376969794733827,-0.002860767033026414,0.0021059360043060803,0.0026421829426453076,-0.001641824699817343,-0.0018913250470436686,0.0019544448015606235,0.0015527876998762285,0.001890796383451281,0.0014100804276746559,0.0015531422584100275,-0.0019346056182708345,0.0018055529985867166,0.002118166494840197,-0.001522484977600057,-0.001088026757776755,0.001682383727302311,-0.0016765172022011607,-0.0019138256311290267,-0.001875201441831115,-0.002112305629115993,-0.001696037850113258,-0.0019146480104796262,0.0024073833320553935,0.0015298266944960366,-0.001458822887602964,0.001082555596805912,-0.0022293220865398588,0.001958032763471695,0.0012209890642295254,0.0018171767400599777,-0.0031569729332630984,-0.0019481389524436492,-0.0017821609096606123,-0.0020566159773175636,0.0021746822118883396,0.0016411116681305045,-0.001831381346244329,0.0013603784285116424,0.0025459131591068474,-0.0020032671943688183,0.0023735574730059574,0.0023349968237396162,-0.002075498375240533,-0.0028085103084785454,0.000939213380676514
29/01/2010,0.0017007372156218916,-0.002089273445000276,0.0017098647003537203,0.0028865012684419454,-0.0012005308482719427,-0.0013743113006966603,0.0015824387802553003,0.001728939334543004,-0.001884703474294741,0.001710281862623634,0.001917685105111966,-0.002501869669463614,0.0014599649622443075,-0.0015699332801266104,0.0012031635045124099,-0.001366987839908971,0.0020771886479474034,-0.0012221709848271184,-0.002433274150801097,0.0024734909422366165,-0.0027307440855313886,-0.0021541264656385448,-0.0023071466079915004,-0.0017992309563203605,0.0012279242158534079,-0.001873167271278039,0.0008797971383541481,-0.0015991369068479636,0.0024140655599730926,0.001507022533171381,0.0022459043169951705,-0.0023082780856788954,-0.0014958586141225196,0.002590557674794512,-0.002652624363995725,0.0017603736896022798,0.0013325789746908023,-0.0023736966106691145,0.0016574698242548182,-0.0019031037013667858,0.0015911693070291225,0.001902923616665546,0.002767123978565979,-0.002481310843359752,-0.002156781363373599,0.0011510937157227614
26/02/2010,0.0009357004192923085,-0.001185285365965363,0.0010379831015829345,0.0016538206537145218,-0.0006789773059646149,-0.007131019867946446,0.0009597780145612355,0.0010497970302037931,-0.0010682032341297158,0.0009217285623254301,0.001053019266239137,-0.0013235962516970274,0.0066547350230646285,-0.0008887928006583702,0.005483899134291071,-0.0007229085630705672,0.0011422491338242712,-0.006342779041485045,-0.001290230896505671,0.0014950169450043472,-0.0014465751957267229,-0.0011416053306322813,-0.0013081672681585922,0.001178001781343204,0.005592026704599634,-0.0009895624600657787,0.004008469572827274,-0.00826533152535112,0.0013154831583321624,0.000827011089710675,0.0012356388431468764,-0.0013046628236078862,-0.0007930289778659334,0.0014247783168043736,-0.0014012058706188823,0.0010682156357022276,0.0007821766567099771,-0.001259227882637702,0.0009073282418628727,-0.0010801418676035816,0.0009648110931657314,0.0011532916617348272,-0.0013080008087789986,-0.001405562873799514,-0.0011433946572954041,0.0006333008295217013
31/03/2010,0.001671522809713738,-0.0021554500137448106,-0.0018828827675588728,0.0024893190491607708,0.0014105152642462481,-0.0016435174896397772,0.0016638792923718304,0.0015600868946799226,0.001869283803500097,0.0016407914974415798,-0.0018751522692672456,0.00231020484429182,0.0015777886073293338,-0.0018526551097558482,-0.0013269104476715827,-0.0013338861184436603,0.001679176186864883,-0.0014670190005671047,-0.002361699390590065,0.0022314701673205287,0.002519497565801855,-0.0020999289159295727,-0.0024060487016300176,0.0017209806925817907,-0.0013424234273800466,-0.0018236226367785086,0.0009488057208187201,-0.0019084298639224925,0.002294473817563482,0.0014478990563531722,0.0021824613732411564,0.0022691598896127834,-0.0016447583852945882,0.0021429833500036443,-0.002586680778452097,0.0018649881471250562,0.0013853991088418516,-0.002674845347942976,0.0016201480017104968,-0.0019684145310708114,-0.0017122749135856212,0.002030457738025942,-0.002420444116444595,-0.0025829552316984712,-0.0024082614121964515,0.0009469679909645145
30/04/2010,0.0013419483560289818,-0.002976358874797119,0.0023372400792942677,0.0023698314378328665,0.0018160507891278215,-0.0019792340278609395,0.0021336469299166757,0.0014867477751849577,0.0017730722025403932,-0.0011436887625235603,0.0014582172083497488,0.0022019833844219646,0.002020786132746192,-0.0021805891305419814,-0.0015983366300264096,-0.0010414944777579164,-0.0013850308902184888,0.0018477128706557479,-0.0018455610089607366,0.0021193042515901287,-0.0020701589377741607,-0.0016273644900687474,-0.0018782683521712782,0.0026280002893220066,-0.0016073477327558196,-0.0014206143161859391,-0.0011733725401489915,-0.002284066304146662,0.0018294619516585574,0.0011629473095989668,0.0017533022669236151,-0.0032874006182996574,-0.0019128507124293067,0.0020415809217702173,-0.001992859125550261,0.002393936711082389,0.0017873023940174883,-0.0018020623242914092,0.0012997361289798885,-0.002739573863775722,0.002156527643713278,0.0026179265949067437,-0.001886401458702693,-0.002006885364502004,-0.0016387409260754128,0.0009009972399023169
31/05/2010,0.0009425386752473727,-0.0011536148285029748,0.0010189574572669951,0.0016685296746967674,0.000781346693609463,0.009068173335825727,0.0009317946370069936,0.0010459196236024708,-0.0010584751349527624,-0.0007731719624465233,0.0010265607278748493,0.0015471475633499943,-0.007255225933887348,-0.0008204056357015069,0.0072962287373176385,-0.0007083638253962166,-0.0009397788696734802,0.0008105640626743106,-0.0012722423892456774,0.0014921638683409947,-0.0014147483710647308,-0.001119318603558498,-0.0012798355874164,0.0011503868969358184,-0.005986098289217049,-0.0009631372905880359,0.005374728361639244,-0.008497806211678213,0.0012866635298910175,0.000819327185745629,0.0012353439400287838,-0.00127150119855625,-0.0007406975521656417,0.0014351044897369766,-0.001361933573402374,0.0010470785312273168,0.0007725919345560112,-0.0012429624462973721,-0.0007681150069482102,-0.0010606223128587042,0.0009459413816407476,0.0011467443841167125,-0.0012900183212046757,-0.0013730335773315316,-0.0011271539474710425,0.0006344251772333827
30/06/2010,0.0010167959167540642,-0.0011710297647624997,0.0010979788349160433,0.0017926356632755967,0.0008421171964104566,0.0060983721059190915,0.001003306096719929,0.0011267635177724374,-0.001075052675003649,-0.005830722275608435,0.0011040968473142788,-0.001326996069995272,0.005935570567744048,-0.0008309268912720504,-0.004648696782528852,-0.0007194538996119569,-0.0009466502477455559,0.0008744014783484068,-0.001277630882878985,0.001602003252824843,-0.0014331599342643942,-0.0011246579281892293,-0.0012998836349523868,0.0012370178536738458,-0.004653665162098102,-0.0009596420049153676,0.003612062243891389,-0.006606046214547223,0.0013870658478577806,0.0008831255700357671,0.0013301577679082203,-0.001291206773627585,-0.0007279693518940143,0.0015377633157581956,-0.0013801035106987402,0.001129577980263538,0.000832559041087284,-0.0012624081221036855,0.006093125517228082,-0.0010720303303940089,0.001020434572388144,0.0012369708191893986,-0.0013075790905653637,-0.001392860826808963,-0.0011398884950989028,0.0006843588622843765
30/07/2010,0.0013314665433879422,0.002952361866412773,0.0014355400916592396,0.003619460331286455,0.001097997450508811,0.001267890450175243,0.0013097809715608862,0.0022781541307825125,-0.0025803513488250173,-0.0012176752925661491,0.0014446819979700546,0.0033473210752941567,-0.001193982511779051,-0.0013356168652640722,-0.0010040601445394151,-0.0011587478706522347,-0.0015172744770562468,0.001135036375413206,0.003199342298086778,0.003232825121432488,-0.003387774895887923,-0.0017936490777127497,-0.003126344017044708,0.0016176853246396361,-0.0009631702707423037,-0.0014938783356402683,-0.0007363547196289872,-0.0013915765747953455,0.0018039162931612993,0.0011563391141017323,0.0017384325829325562,-0.003110775177639911,-0.0011722368617293733,0.0031096656114874446,-0.003181688076815616,0.0014761641471996401,0.0010814029885495978,-0.0019919527663443304,-0.0012376672638466772,-0.0017242120055225157,0.0013362498393068227,0.0016143247577292336,-0.0030147623350759893,-0.003337434583493444,-0.0018070753969628873,0.0008922215064867069
31/08/2010,0.000994924617949679,0.001426755094786901,0.0010707662242215013,0.001731179985091409,0.0008193993971481029,0.004887124175171528,0.0009387346174382557,0.0010923381279390359,-0.0011427378592504664,-0.0058107390257145265,0.0010795918796920915,-0.0014281598201529647,0.0046867292389972046,-0.0008455766304288098,-0.004767363471820517,-0.0007669740136101771,-0.0010071385913286172,0.004408796441717141,0.0015473972495392298,0.0015631773300947853,-0.001517338573341787,-0.001195051776136281,-0.001400257007327951,0.001206795054608379,-0.004602303008562189,-0.0009987967381439647,0.0028998649852381027,-0.00655872492868538,0.0013471299935760204,0.0008640445235760438,0.0012972228409843755,-0.0013812950291571867,-0.0007827658695271994,-0.001325069945967565,-0.0014200949612449625,0.001093955610073126,0.0008052145593063887,-0.0013314205403419915,0.0048566155936586326,-0.0011525748617098122,0.0009961343502755792,0.0011987368731749982,-0.0013502013921279303,-0.0014848799428491388,-0.0012087968821358017,0.0006656321053067087
30/09/2010,0.0009805832162691854,0.0014074288323047235,0.0010376902282104468,0.0016747768053730033,0.0008068357371420966,0.005536181010522856,-0.0008154977283414182,0.001065256543131297,-0.001130160176476893,0.005399708223760881,0.0010044981666044468,-0.001414911203545848,0.005299551198795316,-0.0008396877307894106,-0.005336984593954752,-0.0007616331173423839,-0.0009961083648110645,-0.0007426300701276048,0.0015224476058376662,0.001535200196327582,-0.0014994963543256364,-0.0011757784858595372,-0.001384162776436896,0.001188447085762038,-0.0051502332068237705,-0.0009917730915019836,-0.003949276247887456,-0.00730263638611663,0.001310385311427934,0.0008393589737995405,0.0012247468538668042,-0.0013716698210116216,-0.0007716438524268669,0.0014740540645720725,-0.0014096833849296555,0.0010775565600934147,0.0007929057483087506,-0.00130189705846865,0.005503690001703553,-0.0011395924935114845,0.0009779033400845445,0.0011653509271065579,-0.0013382242093937997,-0.0014717184303469101,-0.001182862085134941,0.0006537042385605037
